image,source_media,openness,conscientiousness,extraversion,agreeableness,neuroticism
images/pljK0DEusA0.003_0001.jpg,pljK0DEusA0.003.mp4,0.5194310241796795,0.5934688118026278,0.553692596835841,0.6222106160091512,0.7380542835797386
images/WyLqK6wzYLU.000_0002.jpg,WyLqK6wzYLU.000.mp4,0.6033496722350493,0.6830054024219069,0.5982557476123643,0.6619326171481524,0.6214713061293726
images/VIhStXxpAr0.003_0003.jpg,VIhStXxpAr0.003.mp4,0.6486561974780746,0.6458119313567895,0.6375236449084314,0.6631044716929622,0.6169333323764665
images/yj2Y1Y26rd4.001_0004.jpg,yj2Y1Y26rd4.001.mp4,0.4305203226579427,0.6227213871143358,0.5252012189522601,0.6253099767831259,0.6807570721642784
images/3Vr5-zedeWk.000_0005.jpg,3Vr5-zedeWk.000.mp4,0.4527829895750483,0.5695715933677248,0.5173717213259035,0.5870033361738537,0.7527970109561918
images/s0pgZM5G6ds.003_0006.jpg,s0pgZM5G6ds.003.mp4,0.5042696509621093,0.6238825238331321,0.5805126360037136,0.6572082122115313,0.6485158836523734
images/xmD4FKMq2rk.001_0007.jpg,xmD4FKMq2rk.001.mp4,0.48227536478291977,0.585220867092973,0.5836189672860213,0.6524888130620401,0.6683240455155085
images/merppcmY6y0.000_0008.jpg,merppcmY6y0.000.mp4,0.6254766761071738,0.665099836106801,0.5949702796745677,0.6356865692287639,0.6430228592579472
images/Ui1ajQU5Ib8.005_0009.jpg,Ui1ajQU5Ib8.005.mp4,0.4899689385527116,0.5996715334467766,0.5773855491019487,0.6582274689988001,0.6817113659611936
images/LGPm8ok6kVo.001_0010.jpg,LGPm8ok6kVo.001.mp4,0.597495777742256,0.6452803310364061,0.6251167135762424,0.6715251794866799,0.6101158455871185
images/FcR9VhCxBb0.004_0011.jpg,FcR9VhCxBb0.004.mp4,0.5602988048756382,0.6313490339756666,0.6073804746025391,0.6507173597272237,0.6098979179779712
images/UrOamWOcOwQ.004_0012.jpg,UrOamWOcOwQ.004.mp4,0.5938975465312686,0.6659358520973804,0.5771517230385188,0.6291715890733538,0.6485917638608047
images/cQRFb-xa4Vc.005_0013.jpg,cQRFb-xa4Vc.005.mp4,0.6095131222956837,0.5883475763358958,0.6252162359013812,0.6264289855544103,0.6422689853415832
images/oxw3nT9LSsg.000_0014.jpg,oxw3nT9LSsg.000.mp4,0.42993608406904493,0.5749629538602744,0.4850283253070606,0.5709416564645048,0.7889890279956445
images/nKLhatlbqEw.005_0015.jpg,nKLhatlbqEw.005.mp4,0.5756953478648531,0.5989391620005522,0.6542038018110974,0.6852429985454944,0.5943685563320473
images/X5aKCrWf6a4.003_0016.jpg,X5aKCrWf6a4.003.mp4,0.5083632138365921,0.6118922205891351,0.5542007359457439,0.6364580479653899,0.7174149229610556
images/tw6lY2ptkvo.002_0017.jpg,tw6lY2ptkvo.002.mp4,0.5649537151028293,0.6321302043974256,0.628668718528799,0.6865351913853527,0.6074318701822108
images/Ng2E0E5tiZQ.005_0018.jpg,Ng2E0E5tiZQ.005.mp4,0.5012435205521903,0.6015930372274613,0.5687179045139872,0.6414881404159868,0.6905625040432724
images/V1TjmLtgNm0.005_0019.jpg,V1TjmLtgNm0.005.mp4,0.4109371709292528,0.6154441951398557,0.5497385486086522,0.6563068225809103,0.6464175013981354
images/Os7L5C-i9Fw.003_0020.jpg,Os7L5C-i9Fw.003.mp4,0.4407692407172015,0.6092231160409182,0.5642590114796864,0.6558160269305674,0.6461007650227254
images/bkzgccBFztM.001_0021.jpg,bkzgccBFztM.001.mp4,0.5059576462362836,0.6376133389697046,0.5895044160652305,0.6748771454175375,0.6299226046692635
images/fEZrAGQoh_g.001_0022.jpg,fEZrAGQoh_g.001.mp4,0.5451116022805386,0.647995951930636,0.5915296534024159,0.6653887328329835,0.6366701722562365
images/vqF65-bFHKM.004_0023.jpg,vqF65-bFHKM.004.mp4,0.6435356049987179,0.6584227756200967,0.6411802203536167,0.6740050250122736,0.5975069977597048
images/1eOvtoZCie8.004_0024.jpg,1eOvtoZCie8.004.mp4,0.5534826426829702,0.5251097294180942,0.6262785035336778,0.6272888426477999,0.6775137182212126
images/wTo1uZns2X8.005_0025.jpg,wTo1uZns2X8.005.mp4,0.47866990376668395,0.5947927757290552,0.5821350586958992,0.6647535669225388,0.6728733528381687
images/izqyworQEEM.001_0026.jpg,izqyworQEEM.001.mp4,0.5373897402113043,0.6231585792637281,0.6506179980231372,0.7333909490279572,0.5997038393871176
images/bzaOB8BoWPU.000_0027.jpg,bzaOB8BoWPU.000.mp4,0.5464396772769721,0.614906402311795,0.6085199909138366,0.6821572218183611,0.6667416898617494
images/yFZ3eUD6Pqs.005_0028.jpg,yFZ3eUD6Pqs.005.mp4,0.5581768400591838,0.641853051299397,0.5543188637710211,0.618549552934753,0.6974419347290102
images/BmDClgdWlH4.004_0029.jpg,BmDClgdWlH4.004.mp4,0.6059847783409922,0.6230281072733534,0.6048092078657087,0.6376057253968279,0.6615683820322955
images/R_LJX7wszPY.000_0030.jpg,R_LJX7wszPY.000.mp4,0.5219261838155341,0.6987236286599068,0.5464614535684366,0.6309789305022827,0.6092759640043226
images/T4eZ81aJwJI.005_0031.jpg,T4eZ81aJwJI.005.mp4,0.5125421341064457,0.5904840083405137,0.5489041362499201,0.5984411812701297,0.7115817080426373
images/HONL8ha-1BE.000_0032.jpg,HONL8ha-1BE.000.mp4,0.5525835564131476,0.6220550251980079,0.5811781157392483,0.6225859287433884,0.6491565331787758
images/Q5h34e5xM0Q.000_0033.jpg,Q5h34e5xM0Q.000.mp4,0.5104882708546891,0.6293842856761299,0.5133315203892328,0.5799891600517028,0.7239451166535067
images/shtirfEzWFA.002_0034.jpg,shtirfEzWFA.002.mp4,0.4889057367128642,0.6275510200547093,0.5614502847656389,0.6492496518605236,0.6693239013851985
images/nOFHZ_s7Et4.001_0035.jpg,nOFHZ_s7Et4.001.mp4,0.5453248679547363,0.6006249760243985,0.5593976990124487,0.621174073520257,0.7373813801909739
images/WuoQDp7pU24.002_0036.jpg,WuoQDp7pU24.002.mp4,0.585464978158801,0.6646123556845098,0.5881281085284227,0.6640403397293128,0.663810406977184
images/RsYSOFRFszk.001_0037.jpg,RsYSOFRFszk.001.mp4,0.5344817718924175,0.6173430089675518,0.6043779044450323,0.6716914608725773,0.6451187508676414
images/jQRFHBVs0dA.004_0038.jpg,jQRFHBVs0dA.004.mp4,0.5478772643650258,0.6257999455455944,0.5738359851771362,0.6404324393379892,0.6879866456130137
images/qrjx2kxg6M4.002_0039.jpg,qrjx2kxg6M4.002.mp4,0.5427217310634155,0.6530388627834625,0.6015885644211212,0.6849444928564075,0.6270854454164168
images/8hW6WfYBP18.005_0040.jpg,8hW6WfYBP18.005.mp4,0.5972682103332712,0.6222947174005884,0.6135629924686123,0.6437253121856836,0.6365762005978626
images/z_W8_j7CB2A.000_0041.jpg,z_W8_j7CB2A.000.mp4,0.4761052625079231,0.600252968202302,0.5492412472530043,0.6240853660678688,0.6945582743426274
images/ipP--IqIuWU.001_0042.jpg,ipP--IqIuWU.001.mp4,0.5766338496593905,0.6291073714736708,0.6086676307224594,0.6607783985836619,0.6440331186559306
images/_tOtBfJlWFs.000_0043.jpg,_tOtBfJlWFs.000.mp4,0.517001629437562,0.6347363104932519,0.6090945959559303,0.6910616495227496,0.6144338433252309
images/XvV4YdhpC2w.002_0044.jpg,XvV4YdhpC2w.002.mp4,0.48892560229374527,0.5894206863945819,0.5789499937238028,0.6473851734551697,0.6749407450148504
images/3P_D_bd-_NM.000_0045.jpg,3P_D_bd-_NM.000.mp4,0.6576313093549544,0.601732281798677,0.6328899594919296,0.6318847345912992,0.6612466828381378
images/TUaOp5eIU2c.001_0046.jpg,TUaOp5eIU2c.001.mp4,0.5920824969400184,0.6622775621593663,0.6097067229284164,0.6689080073975706,0.6186275964409145
images/NBacfF-K2eQ.000_0047.jpg,NBacfF-K2eQ.000.mp4,0.41280065795341275,0.5653564780154401,0.4944000872504789,0.5801073535038598,0.7715673964591303
images/P0a209IS614.005_0048.jpg,P0a209IS614.005.mp4,0.49692960444437345,0.6490108336113986,0.568454979165172,0.6535287987795996,0.6303377109290914
images/3K16KyiAZHw.004_0049.jpg,3K16KyiAZHw.004.mp4,0.6986834562259946,0.7175563902609944,0.6374074930227255,0.670268059267118,0.5712792291754475
images/gLtvOEy7m8Q.005_0050.jpg,gLtvOEy7m8Q.005.mp4,0.5130365612942543,0.6251215421837394,0.5818421352552814,0.6506112706562458,0.6420465913170216
images/PRplbrM70sg.004_0051.jpg,PRplbrM70sg.004.mp4,0.4958187962839026,0.61979640701814,0.5529228796175651,0.628070231696372,0.6811928968890079
images/2kqPuht5jTg.002_0052.jpg,2kqPuht5jTg.002.mp4,0.4980031685447559,0.6618072417531982,0.5548775438024929,0.6451390270926156,0.6382669670677747
images/Wx_oe0SxD9w.000_0053.jpg,Wx_oe0SxD9w.000.mp4,0.5289153092562097,0.6651529411618603,0.5705702132870225,0.6496714679304134,0.6284721992010869
images/zMXfMcqpPwQ.001_0054.jpg,zMXfMcqpPwQ.001.mp4,0.5488764261919894,0.627813329757451,0.5743534325579684,0.6423434427000555,0.6873892454835987
images/I_ncZcYgFjw.000_0055.jpg,I_ncZcYgFjw.000.mp4,0.6262859512005937,0.573102921545912,0.6166545227032764,0.6098070437039352,0.6844722647428694
images/9o10YrQykMk.003_0056.jpg,9o10YrQykMk.003.mp4,0.5453407969999202,0.6611058880717202,0.5520906567983392,0.6246821333983069,0.6687186073212442
images/WMp0lsXbOqM.003_0057.jpg,WMp0lsXbOqM.003.mp4,0.5009071564483878,0.6262785829468754,0.5452141131923768,0.6232344376144059,0.6918986024678531
images/IQdz0Pd-L2Y.004_0058.jpg,IQdz0Pd-L2Y.004.mp4,0.5293160459707612,0.5882882352744324,0.572726576581283,0.6123445561858657,0.6853053850408442
images/yftfxiDNXko.002_0059.jpg,yftfxiDNXko.002.mp4,0.5199163203194669,0.5719754420877977,0.5482904002964382,0.5871248028203095,0.7331622970454068
images/hF3yR5rmga8.001_0060.jpg,hF3yR5rmga8.001.mp4,0.48277361791447115,0.5805082692548207,0.5371911860859813,0.608057791848122,0.7438015825346823
images/Rp_gyvKE4hI.005_0061.jpg,Rp_gyvKE4hI.005.mp4,0.5517865858986393,0.6246485355887689,0.5911842854712801,0.6598463553084818,0.6734932276834448
images/P6g1mZ3f76U.002_0062.jpg,P6g1mZ3f76U.002.mp4,0.5853381793941862,0.6721909982589096,0.5716710481995759,0.6150582708551976,0.6229306790465818
images/AJIphVRpYrg.005_0063.jpg,AJIphVRpYrg.005.mp4,0.5580715354083396,0.6232756462390107,0.6229574392498249,0.6804609129423151,0.6210511278319142
images/j5fXaXrNPoA.004_0064.jpg,j5fXaXrNPoA.004.mp4,0.48785186966465005,0.6191617008644567,0.6553328551320681,0.7406583758395053,0.5475007026303028
images/kzDQXSGGomg.004_0065.jpg,kzDQXSGGomg.004.mp4,0.6106569162300544,0.6972390195689359,0.5853798936513164,0.6328320236714869,0.5992490438976131
images/0G9vplL8ae8.003_0066.jpg,0G9vplL8ae8.003.mp4,0.5591375818088365,0.6199285467034338,0.5886830180440641,0.6302850285516195,0.6498507573260914
