video_id,openness,conscientiousness,extraversion,agreeableness,neuroticism
pljK0DEusA0.003,0.5888888888888889,0.4563106796116505,0.4112149532710281,0.3956043956043956,0.5729166666666666
WyLqK6wzYLU.000,0.28888888888888886,0.35922330097087385,0.2710280373831776,0.3516483516483516,0.4479166666666667
VIhStXxpAr0.003,0.4222222222222222,0.31067961165048547,0.37383177570093457,0.5384615384615384,0.3333333333333333
yj2Y1Y26rd4.001,0.5444444444444444,0.3300970873786408,0.4672897196261683,0.4615384615384615,0.42708333333333337
3Vr5-zedeWk.000,0.34444444444444444,0.5631067961165048,0.2149532710280374,0.30769230769230765,0.4895833333333333
s0pgZM5G6ds.003,0.33333333333333337,0.4077669902912622,0.39252336448598135,0.3736263736263736,0.40625000000000006
xmD4FKMq2rk.001,0.5,0.5436893203883495,0.33644859813084116,0.5494505494505494,0.53125
merppcmY6y0.000,0.38888888888888895,0.33980582524271846,0.26168224299065423,0.4505494505494505,0.34374999999999994
Ui1ajQU5Ib8.005,0.5,0.5242718446601942,0.36448598130841126,0.3846153846153846,0.32291666666666663
LGPm8ok6kVo.001,0.7333333333333333,0.6019417475728155,0.48598130841121495,0.6593406593406592,0.625
FcR9VhCxBb0.004,0.7999999999999999,0.6504854368932039,0.5700934579439253,0.4725274725274725,0.59375
UrOamWOcOwQ.004,0.5111111111111111,0.6699029126213591,0.3177570093457944,0.6373626373626373,0.53125
cQRFb-xa4Vc.005,0.33333333333333337,0.5631067961165048,0.38317757009345793,0.4175824175824176,0.53125
oxw3nT9LSsg.000,0.13333333333333336,0.058252427184466035,0.01869158878504674,0.021978021978022,0.09374999999999997
nKLhatlbqEw.005,0.5666666666666667,0.5242718446601942,0.5700934579439253,0.5934065934065933,0.5625
X5aKCrWf6a4.003,0.6222222222222222,0.6699029126213591,0.4205607476635514,0.5054945054945055,0.5
tw6lY2ptkvo.002,0.6666666666666666,0.6019417475728155,0.5327102803738318,0.5604395604395604,0.5416666666666666
Ng2E0E5tiZQ.005,0.6222222222222222,0.3883495145631068,0.5514018691588786,0.5604395604395604,0.5
V1TjmLtgNm0.005,0.6555555555555556,0.6116504854368932,0.5607476635514019,0.4725274725274725,0.3645833333333333
Os7L5C-i9Fw.003,0.3111111111111111,0.5339805825242718,0.2149532710280374,0.4615384615384615,0.45833333333333337
bkzgccBFztM.001,0.5888888888888889,0.4951456310679611,0.6728971962616823,0.7582417582417583,0.5625
fEZrAGQoh_g.001,0.4888888888888889,0.5728155339805825,0.4018691588785047,0.5164835164835165,0.5
vqF65-bFHKM.004,0.5888888888888889,0.5145631067961165,0.5327102803738318,0.6373626373626373,0.5625
1eOvtoZCie8.004,0.6666666666666666,0.5339805825242718,0.4953271028037384,0.5934065934065933,0.5625
wTo1uZns2X8.005,0.2,0.3203883495145631,0.22429906542056074,0.4835164835164835,0.37499999999999994
izqyworQEEM.001,0.4888888888888889,0.42718446601941745,0.4299065420560748,0.5054945054945055,0.5208333333333334
bzaOB8BoWPU.000,0.5888888888888889,0.5339805825242718,0.5327102803738318,0.5384615384615384,0.5
yFZ3eUD6Pqs.005,0.3777777777777778,0.6019417475728155,0.1588785046728972,0.4615384615384615,0.40625000000000006
BmDClgdWlH4.004,0.7999999999999999,0.7766990291262136,0.8130841121495327,0.6483516483516484,0.8229166666666667
R_LJX7wszPY.000,0.5444444444444444,0.35922330097087385,0.39252336448598135,0.4395604395604395,0.34374999999999994
T4eZ81aJwJI.005,0.5,0.4660194174757281,0.4018691588785047,0.5494505494505494,0.45833333333333337
HONL8ha-1BE.000,0.7555555555555554,0.8640776699029126,0.7102803738317757,0.6483516483516484,0.7812499999999999
Q5h34e5xM0Q.000,0.6444444444444444,0.3300970873786408,0.4205607476635514,0.5054945054945055,0.5208333333333334
shtirfEzWFA.002,0.41111111111111115,0.3883495145631068,0.25233644859813087,0.3846153846153846,0.2708333333333333
nOFHZ_s7Et4.001,0.6888888888888889,0.5339805825242718,0.6542056074766356,0.5494505494505494,0.7291666666666667
WuoQDp7pU24.002,0.5333333333333333,0.35922330097087385,0.5140186915887851,0.4285714285714285,0.4791666666666667
RsYSOFRFszk.001,0.5888888888888889,0.35922330097087385,0.38317757009345793,0.4945054945054945,0.4895833333333333
jQRFHBVs0dA.004,0.6,0.47572815533980584,0.4299065420560748,0.6483516483516484,0.6666666666666667
qrjx2kxg6M4.002,0.6666666666666666,0.6407766990291262,0.5700934579439253,0.6923076923076923,0.6041666666666666
8hW6WfYBP18.005,0.4222222222222222,0.3883495145631068,0.4299065420560748,0.29670329670329665,0.40625000000000006
z_W8_j7CB2A.000,0.1888888888888889,0.17475728155339804,0.10280373831775697,0.2857142857142857,0.32291666666666663
ipP--IqIuWU.001,0.5888888888888889,0.2815533980582524,0.4579439252336449,0.6153846153846153,0.4375
_tOtBfJlWFs.000,0.6888888888888889,0.5048543689320388,0.4299065420560748,0.4615384615384615,0.5625
XvV4YdhpC2w.002,0.5444444444444444,0.5145631067961165,0.48598130841121495,0.7032967032967032,0.5104166666666666
3P_D_bd-_NM.000,0.5888888888888889,0.47572815533980584,0.6542056074766356,0.7802197802197802,0.4375
TUaOp5eIU2c.001,0.7666666666666666,0.7864077669902914,0.48598130841121495,0.7582417582417583,0.8854166666666667
NBacfF-K2eQ.000,0.2,0.3203883495145631,0.24299065420560748,0.25274725274725274,0.28125
P0a209IS614.005,0.5888888888888889,0.8543689320388351,0.4205607476635514,0.7582417582417583,0.6354166666666666
3K16KyiAZHw.004,0.6555555555555556,0.5048543689320388,0.4205607476635514,0.6813186813186812,0.5520833333333334
gLtvOEy7m8Q.005,0.7222222222222221,0.6990291262135921,0.5140186915887851,0.6483516483516484,0.7395833333333333
PRplbrM70sg.004,0.4888888888888889,0.4660194174757281,0.4953271028037384,0.4615384615384615,0.4791666666666667
2kqPuht5jTg.002,0.6666666666666666,0.7281553398058251,0.7663551401869159,0.813186813186813,0.7604166666666666
Wx_oe0SxD9w.000,0.6222222222222222,0.6310679611650486,0.6261682242990655,0.5934065934065933,0.6041666666666666
zMXfMcqpPwQ.001,0.6,0.7281553398058251,0.5700934579439253,0.7802197802197802,0.5625
I_ncZcYgFjw.000,0.6222222222222222,0.5728155339805825,0.5327102803738318,0.6043956043956044,0.5208333333333334
9o10YrQykMk.003,0.7333333333333333,0.6990291262135921,0.6168224299065421,0.4725274725274725,0.6041666666666666
WMp0lsXbOqM.003,0.811111111111111,0.7669902912621359,0.7196261682242993,0.7252747252747254,0.7500000000000001
IQdz0Pd-L2Y.004,0.4222222222222222,0.2621359223300971,0.2336448598130841,0.4175824175824176,0.2395833333333333
yftfxiDNXko.002,0.45555555555555555,0.4368932038834952,0.4485981308411215,0.5604395604395604,0.4166666666666667
hF3yR5rmga8.001,0.811111111111111,0.7184466019417477,0.7757009345794394,0.6483516483516484,0.84375
Rp_gyvKE4hI.005,0.4888888888888889,0.4368932038834952,0.29906542056074764,0.4175824175824176,0.32291666666666663
P6g1mZ3f76U.002,0.611111111111111,0.7378640776699029,0.4205607476635514,0.6813186813186812,0.4895833333333333
AJIphVRpYrg.005,0.711111111111111,0.5145631067961165,0.588785046728972,0.6483516483516484,0.5520833333333334
j5fXaXrNPoA.004,0.5333333333333333,0.5339805825242718,0.4205607476635514,0.6263736263736264,0.4895833333333333
kzDQXSGGomg.004,0.7222222222222221,0.6893203883495147,0.6728971962616823,0.6043956043956044,0.7395833333333333
0G9vplL8ae8.003,0.5777777777777777,0.4077669902912622,0.4018691588785047,0.5164835164835165,0.46875
